property_type,location,size_sqm,year,month,bedrooms,bathrooms,usd_rate,iron_price,cement_price,usd_lag_3,iron_lag_3,cement_lag_3,seasonality_factor,base_price,economic_factor,price_egp
Apartment,North Coast,305,2019,5,5,4,18.31,18841.13,1710.97,18.38,18930.15,1845.96,1.2,6100000.0,1.46,10629442.74
Villa,Cairo,212,2019,5,5,5,19.27,20369.39,1730.33,18.89,19513.06,1707.1,1.0,4579200.0,1.48,7002475.98
Villa,6th October,278,2019,5,6,7,18.6,19491.06,1772.87,18.6,18291.95,1748.26,1.0,7005600.0,1.47,11244121.81
Apartment,North Coast,287,2019,5,4,4,18.95,19074.62,1785.41,18.31,18841.13,1710.97,1.2,5740000.0,1.47,9160250.96
Apartment,Cairo,349,2019,5,5,4,18.65,18708.23,1719.69,19.27,20369.39,1730.33,1.0,4188000.0,1.46,6328187.15
Apartment,North Coast,216,2019,5,5,5,18.94,20729.4,1762.74,18.6,19491.06,1772.87,1.2,4320000.0,1.48,7023416.55
Apartment,Sheikh Zayed,335,2019,5,5,4,19.44,19368.4,1784.91,18.95,19074.62,1785.41,1.0,5695000.0,1.48,7839250.73
Apartment,New Cairo,179,2019,5,2,1,18.67,19086.03,1720.42,18.65,18708.23,1719.69,1.0,3222000.0,1.46,4407534.03
Apartment,North Coast,265,2019,6,5,5,18.93,19762.17,1708.47,18.94,20729.4,1762.74,1.5,5300000.0,1.47,11304155.09
Apartment,6th October,211,2019,6,5,5,19.42,19294.66,1770.92,19.44,19368.4,1784.91,1.0,2954000.0,1.48,4648041.57
Apartment,New Cairo,268,2019,6,4,4,19.5,19938.55,1765.51,18.67,19086.03,1720.42,1.0,4824000.0,1.48,7661985.02
Apartment,North Coast,241,2019,6,3,2,18.97,19497.66,1695.28,18.93,19762.17,1708.47,1.5,4820000.0,1.47,10358141.08
Villa,6th October,143,2019,6,3,3,19.32,19071.44,1798.67,19.42,19294.66,1770.92,1.0,3603600.0,1.47,5238030.5
Villa,Sheikh Zayed,101,2019,6,3,4,19.58,19815.38,1781.28,19.5,19938.55,1765.51,1.0,3090600.0,1.48,4324041.67
Studio,6th October,169,2019,6,1,1,18.65,19486.92,1725.59,18.97,19497.66,1695.28,1.0,2129400.0,1.47,3082979.24
Apartment,North Coast,227,2019,6,5,4,18.82,18882.99,1666.6,19.32,19071.44,1798.67,1.5,4540000.0,1.46,9497399.84
Villa,Cairo,230,2019,6,5,6,19.0,19759.02,1765.71,19.58,19815.38,1781.28,1.0,4968000.0,1.48,6855252.32
Apartment,6th October,396,2019,6,5,5,19.41,20054.21,1696.16,18.65,19486.92,1725.59,1.0,5544000.0,1.48,7641889.9
Apartment,6th October,264,2019,6,5,5,19.29,19131.4,1771.33,18.82,18882.99,1666.6,1.0,3696000.0,1.47,5743308.97
Villa,6th October,237,2019,6,6,7,19.23,19856.84,1804.03,19.0,19759.02,1765.71,1.0,5972400.0,1.48,8167785.8
Villa,Cairo,201,2019,6,6,6,18.69,19457.93,1817.41,19.41,20054.21,1696.16,1.0,4341600.0,1.47,6540522.09
Studio,New Cairo,109,2019,6,1,1,19.64,19647.89,1785.32,19.29,19131.4,1771.33,1.0,1765800.0,1.48,2443110.99
Villa,Sheikh Zayed,145,2019,6,4,5,18.96,19349.67,1835.84,19.23,19856.84,1804.03,1.0,4437000.0,1.47,6986182.5
Studio,New Cairo,375,2019,6,1,1,19.08,19736.64,1790.57,18.69,19457.93,1817.41,1.0,6075000.0,1.48,8572001.06
Studio,Cairo,90,2019,6,1,1,19.31,19361.53,1789.3,19.64,19647.89,1785.32,1.0,972000.0,1.48,1304278.09
Apartment,Cairo,393,2019,6,5,5,20.21,20392.41,1866.12,18.96,19349.67,1835.84,1.0,4716000.0,1.5,7002900.13
Apartment,Cairo,167,2019,6,4,4,18.9,19050.72,1812.13,19.08,19736.64,1790.57,1.0,2004000.0,1.47,3240674.42
Apartment,Sheikh Zayed,317,2019,6,5,4,18.88,19076.75,1785.3,19.31,19361.53,1789.3,1.0,5389000.0,1.47,8411410.09
Villa,New Cairo,102,2019,6,3,3,19.04,18879.52,1745.18,20.21,20392.41,1866.12,1.0,3304800.0,1.47,4914599.44
Apartment,New Cairo,241,2019,6,4,4,19.82,19048.29,1764.01,18.9,19050.72,1812.13,1.0,4338000.0,1.48,6008640.63
Apartment,6th October,107,2019,6,2,2,19.31,19732.88,1701.18,18.88,19076.75,1785.3,1.0,1498000.0,1.48,2041260.73
Apartment,New Cairo,322,2019,6,5,4,19.43,18738.17,1780.0,19.04,18879.52,1745.18,1.0,5796000.0,1.47,9101357.7
Apartment,6th October,312,2019,6,5,5,19.65,19989.26,1841.64,19.82,19048.29,1764.01,1.0,4368000.0,1.49,6875837.21
Apartment,Cairo,342,2019,6,5,4,19.82,19865.45,1742.7,19.31,19732.88,1701.18,1.0,4104000.0,1.48,6044062.87
Villa,6th October,381,2019,6,7,7,18.92,20403.62,1692.23,19.43,18738.17,1780.0,1.0,9601200.0,1.48,13966189.46
Apartment,Cairo,397,2019,6,5,4,19.52,20064.37,1865.97,19.65,19989.26,1841.64,1.0,4764000.0,1.49,7447173.07
Studio,6th October,135,2019,6,1,1,19.84,20175.34,1779.21,19.82,19865.45,1742.7,1.0,1701000.0,1.49,2551244.81
Villa,Sheikh Zayed,220,2019,6,5,6,19.37,19349.0,1682.51,18.92,20403.62,1692.23,1.0,6732000.0,1.47,9715119.85
Apartment,New Cairo,338,2019,6,5,5,18.86,19149.11,1670.3,19.52,20064.37,1865.97,1.0,6084000.0,1.46,8462563.86
Apartment,Cairo,116,2019,6,3,3,18.77,19173.97,1760.56,19.84,20175.34,1779.21,1.0,1392000.0,1.47,1888498.62
Apartment,Sheikh Zayed,373,2019,6,5,4,19.51,19735.24,1751.49,19.37,19349.0,1682.51,1.0,6341000.0,1.48,9562510.07
Apartment,6th October,250,2019,6,5,4,18.71,19061.72,1759.3,18.86,19149.11,1670.3,1.0,3500000.0,1.47,5464314.0
Villa,6th October,393,2019,6,7,8,18.88,19726.0,1732.99,18.77,19173.97,1760.56,1.0,9903600.0,1.47,15303399.28
Villa,Sheikh Zayed,130,2019,6,3,4,19.05,19328.84,1762.92,19.51,19735.24,1751.49,1.0,3978000.0,1.47,6085136.58
Apartment,6th October,323,2019,6,5,4,19.44,20275.77,1860.18,18.71,19061.72,1759.3,1.0,4522000.0,1.49,7316313.52
Apartment,6th October,68,2019,6,1,1,19.59,19384.99,1770.26,18.88,19726.0,1732.99,1.0,952000.0,1.48,1377633.12
Apartment,North Coast,118,2019,6,1,1,18.95,19847.58,1806.32,19.05,19328.84,1762.92,1.5,2360000.0,1.48,4853420.99
Apartment,Cairo,75,2019,6,1,1,18.66,20295.03,1738.66,19.44,20275.77,1860.18,1.0,900000.0,1.48,1223043.04
Villa,6th October,217,2019,6,6,7,19.72,20744.14,1728.47,19.59,19384.99,1770.26,1.0,5468400.0,1.49,8895757.76
Villa,New Cairo,134,2019,6,4,5,19.65,19397.15,1881.51,18.95,19847.58,1806.32,1.0,4341600.0,1.48,6560157.86
Villa,New Cairo,372,2019,6,7,7,19.55,20353.57,1883.85,18.66,20295.03,1738.66,1.0,12052800.0,1.49,19116889.04
Apartment,Cairo,318,2019,6,5,5,19.51,18645.05,1767.92,19.72,20744.14,1728.47,1.0,3816000.0,1.47,5649272.92
Villa,Sheikh Zayed,83,2019,6,3,4,19.13,18786.58,1764.06,19.65,19397.15,1881.51,1.0,2539800.0,1.47,3651148.43
Apartment,North Coast,257,2019,6,4,4,19.24,19921.95,1824.14,19.55,20353.57,1883.85,1.5,5140000.0,1.48,10747483.61
Apartment,6th October,268,2019,6,5,4,19.37,19905.72,1759.46,19.51,18645.05,1767.92,1.0,3752000.0,1.48,5951875.8
Apartment,Sheikh Zayed,306,2019,6,5,5,18.92,19760.21,1794.25,19.13,18786.58,1764.06,1.0,5202000.0,1.48,7010247.23
Apartment,Sheikh Zayed,361,2019,6,5,4,19.54,19524.67,1736.1,19.24,19921.95,1824.14,1.0,6137000.0,1.48,9792628.57
Apartment,North Coast,190,2019,6,3,3,19.41,19145.9,1862.03,19.37,19905.72,1759.46,1.5,3800000.0,1.48,7930985.21
Villa,North Coast,160,2019,6,4,5,19.28,18738.27,1782.39,18.92,19760.21,1794.25,1.5,5760000.0,1.47,11449827.44
Apartment,North Coast,362,2019,6,5,5,19.81,19475.36,1828.15,19.54,19524.67,1736.1,1.5,7240000.0,1.48,14842339.26
Villa,New Cairo,344,2019,6,7,7,19.31,19979.87,1833.3,19.41,19145.9,1862.03,1.0,11145600.0,1.48,17815423.82
Villa,6th October,303,2019,6,7,7,19.69,20277.07,1825.63,19.28,18738.27,1782.39,1.0,7635600.0,1.49,10413969.69
Studio,North Coast,101,2019,6,1,1,18.77,19535.09,1736.15,19.81,19475.36,1828.15,1.5,1818000.0,1.47,3892352.75
Apartment,6th October,215,2019,6,3,2,19.79,19994.06,1875.63,19.31,19979.87,1833.3,1.0,3010000.0,1.49,4265638.0
Apartment,Sheikh Zayed,380,2019,6,5,4,19.68,20685.62,1825.66,19.69,20277.07,1825.63,1.0,6460000.0,1.49,8762647.75
Apartment,North Coast,305,2019,6,5,5,20.46,20933.76,1814.81,18.77,19535.09,1736.15,1.5,6100000.0,1.5,13854535.35
Villa,Sheikh Zayed,186,2019,6,5,5,20.18,20564.18,1734.06,19.79,19994.06,1875.63,1.0,5691600.0,1.49,9351925.93
Villa,New Cairo,382,2019,6,7,8,19.86,20506.03,1792.08,19.68,20685.62,1825.66,1.0,12376800.0,1.49,19786173.31
Villa,North Coast,388,2019,6,7,8,19.12,19736.04,1729.65,20.46,20933.76,1814.81,1.5,13968000.0,1.48,28859032.96
Apartment,New Cairo,256,2019,6,5,4,18.95,19715.84,1748.9,20.18,20564.18,1734.06,1.0,4608000.0,1.47,7314941.33
Apartment,Cairo,377,2019,6,5,5,19.04,19132.26,1719.79,19.86,20506.03,1792.08,1.0,4524000.0,1.47,6575800.07
Apartment,Cairo,114,2019,6,1,1,19.66,20019.17,1802.14,19.12,19736.04,1729.65,1.0,1368000.0,1.49,1941816.08
Studio,North Coast,277,2019,6,1,1,20.06,19704.65,1780.3,18.95,19715.84,1748.9,1.5,4986000.0,1.49,11430372.01
Studio,Cairo,126,2019,6,1,1,18.81,20023.54,1811.68,19.04,19132.26,1719.79,1.0,1360800.0,1.48,1898438.08
Apartment,Sheikh Zayed,101,2019,6,3,3,18.99,19809.64,1780.41,19.66,20019.17,1802.14,1.0,1717000.0,1.48,2728679.48
Apartment,6th October,248,2019,6,5,4,19.44,19504.36,1748.56,20.06,19704.65,1780.3,1.0,3472000.0,1.48,5254937.16
Studio,Sheikh Zayed,366,2019,6,1,1,18.86,19779.13,1743.27,18.81,20023.54,1811.68,1.0,5599800.0,1.47,7650733.85
Apartment,6th October,308,2019,6,5,5,19.22,20169.23,1786.27,18.99,19809.64,1780.41,1.0,4312000.0,1.48,6485802.49
Villa,Sheikh Zayed,305,2019,6,7,8,20.05,19591.45,1727.58,19.44,19504.36,1748.56,1.0,9333000.0,1.48,13868026.73
Apartment,Sheikh Zayed,110,2019,6,1,1,19.8,19769.83,1813.25,18.86,19779.13,1743.27,1.0,1870000.0,1.49,2763566.33
Apartment,New Cairo,365,2019,7,5,4,19.85,19441.39,1707.26,19.22,20169.23,1786.27,1.0,6570000.0,1.48,9450304.4
Apartment,6th October,283,2019,7,4,4,18.95,19456.03,1824.34,20.05,19591.45,1727.58,1.0,3962000.0,1.48,5814963.69
Apartment,Cairo,113,2019,7,1,1,18.58,19954.88,1710.1,19.8,19769.83,1813.25,1.0,1356000.0,1.47,2028719.12
Villa,Cairo,316,2019,7,7,8,19.24,19619.05,1814.32,19.85,19441.39,1707.26,1.0,6825600.0,1.48,10568652.58
Villa,North Coast,116,2019,7,4,5,18.29,19436.44,1657.37,18.95,19456.03,1824.34,1.5,4176000.0,1.46,9910820.84
Villa,New Cairo,67,2019,7,3,3,19.69,19570.31,1813.04,18.58,19954.88,1710.1,1.0,2170800.0,1.48,2926373.75
Apartment,6th October,323,2019,7,5,5,19.84,20343.85,1733.23,19.24,19619.05,1814.32,1.0,4522000.0,1.49,6824242.49
Apartment,Cairo,384,2019,7,5,4,19.08,19505.96,1739.05,18.29,19436.44,1657.37,1.0,4608000.0,1.47,7128500.61
Villa,Sheikh Zayed,250,2019,7,6,6,19.76,20262.89,1836.54,19.69,19570.31,1813.04,1.0,7650000.0,1.49,10536812.53
Apartment,Sheikh Zayed,304,2019,7,5,4,19.76,20316.08,1819.07,19.84,20343.85,1733.23,1.0,5168000.0,1.49,8343883.21
Apartment,Cairo,338,2019,7,5,4,18.92,18932.41,1774.25,19.08,19505.96,1739.05,1.0,4056000.0,1.47,5647569.95
Villa,Sheikh Zayed,381,2019,7,7,8,19.28,19300.27,1746.52,19.76,20262.89,1836.54,1.0,11658600.0,1.47,18320091.3
Villa,Sheikh Zayed,269,2019,7,7,7,19.25,19421.06,1710.42,19.76,20316.08,1819.07,1.0,8231400.0,1.47,12511531.0
Villa,Cairo,283,2019,7,7,8,19.96,20866.85,1836.98,18.92,18932.41,1774.25,1.0,6112800.0,1.5,9279026.01
Villa,6th October,299,2019,7,6,6,19.86,20609.93,1747.11,19.28,19300.27,1746.52,1.0,7534800.0,1.49,12072738.13
Villa,Sheikh Zayed,223,2019,7,5,6,19.79,19943.16,1758.2,19.25,19421.06,1710.42,1.0,6823800.0,1.49,11085840.63
Villa,New Cairo,269,2019,7,6,6,19.22,20981.68,1832.54,19.96,20866.85,1836.98,1.0,8715600.0,1.49,14312655.57
Apartment,New Cairo,105,2019,7,2,2,20.19,19439.95,1838.46,19.86,20609.93,1747.11,1.0,1890000.0,1.49,2915861.49
Apartment,6th October,227,2019,7,3,2,19.6,19683.44,1711.95,19.79,19943.16,1758.2,1.0,3178000.0,1.48,4547369.86
Apartment,North Coast,131,2019,7,1,1,19.76,20469.47,1787.65,19.22,20981.68,1832.54,1.5,2620000.0,1.49,6301769.77
Apartment,New Cairo,207,2019,7,4,4,20.39,20214.75,1811.36,20.19,19439.95,1838.46,1.0,3726000.0,1.5,5748351.19
Villa,Sheikh Zayed,366,2019,7,7,7,19.86,19503.35,1774.03,19.6,19683.44,1711.95,1.0,11199600.0,1.48,16014434.72
Apartment,6th October,284,2019,7,5,5,19.47,19932.94,1756.19,19.76,20469.47,1787.65,1.0,3976000.0,1.48,6401191.33
Villa,Cairo,232,2019,7,6,7,19.28,20979.44,1829.58,20.39,20214.75,1811.36,1.0,5011200.0,1.49,7858092.34
Villa,New Cairo,86,2019,7,3,3,18.67,18916.65,1833.18,19.86,19503.35,1774.03,1.0,2786400.0,1.47,4050508.59
Villa,Cairo,317,2019,7,7,7,18.76,19012.49,1735.72,19.47,19932.94,1756.19,1.0,6847200.0,1.46,9936308.46
Apartment,Cairo,109,2019,7,3,2,19.97,19448.14,1806.79,19.28,20979.44,1829.58,1.0,1308000.0,1.48,2134374.46
Villa,New Cairo,379,2019,7,7,8,18.56,19070.17,1659.8,18.67,18916.65,1833.18,1.0,12279600.0,1.46,17466907.92
Apartment,Cairo,233,2019,7,5,4,20.06,20570.21,1887.62,18.76,19012.49,1735.72,1.0,2796000.0,1.5,3855208.62
Apartment,Sheikh Zayed,115,2019,7,3,2,19.96,20762.65,1764.95,19.97,19448.14,1806.79,1.0,1955000.0,1.5,2946154.84
Apartment,Cairo,103,2019,7,3,3,19.13,18931.02,1735.23,18.56,19070.17,1659.8,1.0,1236000.0,1.47,1953237.88
Apartment,Sheikh Zayed,330,2019,7,5,4,19.65,20131.79,1822.26,20.06,20570.21,1887.62,1.0,5610000.0,1.49,8494373.7
Villa,New Cairo,347,2019,7,7,8,19.86,20314.89,1806.85,19.96,20762.65,1764.95,1.0,11242800.0,1.49,17758145.46
Apartment,Sheikh Zayed,308,2019,7,5,4,19.62,19467.8,1808.37,19.13,18931.02,1735.23,1.0,5236000.0,1.48,7065471.66
Apartment,New Cairo,364,2019,7,5,5,20.19,20466.75,1843.55,19.65,20131.79,1822.26,1.0,6552000.0,1.5,10160426.96
Villa,North Coast,393,2019,7,7,7,18.88,19629.94,1743.79,19.86,20314.89,1806.85,1.5,14148000.0,1.47,28616072.62
Apartment,Cairo,217,2019,7,4,3,19.84,20464.04,1835.95,19.62,19467.8,1808.37,1.0,2604000.0,1.49,3936329.09
Studio,New Cairo,335,2019,7,1,1,19.28,18528.56,1678.82,20.19,20466.75,1843.55,1.0,5427000.0,1.46,7931067.21
Villa,Cairo,90,2019,7,3,3,18.72,19507.06,1817.93,18.88,19629.94,1743.79,1.0,1944000.0,1.47,3119126.53
Villa,Sheikh Zayed,357,2019,7,7,8,19.02,19915.07,1741.71,19.84,20464.04,1835.95,1.0,10924200.0,1.48,14942879.97
Apartment,Sheikh Zayed,89,2019,7,1,1,19.34,20192.3,1810.55,19.28,18528.56,1678.82,1.0,1513000.0,1.49,2027519.44
Villa,6th October,202,2019,7,5,5,19.62,20210.96,1805.41,18.72,19507.06,1817.93,1.0,5090400.0,1.49,7027676.48
Villa,6th October,170,2019,7,4,4,19.16,18975.31,1657.98,19.02,19915.07,1741.71,1.0,4284000.0,1.46,5859632.26
Studio,New Cairo,89,2019,7,1,1,19.36,20393.0,1778.87,19.34,20192.3,1810.55,1.0,1441800.0,1.49,2036413.81
Villa,Cairo,264,2019,7,6,7,19.42,20081.8,1665.26,19.62,20210.96,1805.41,1.0,5702400.0,1.48,8960852.16
Villa,Sheikh Zayed,263,2019,7,7,8,19.18,19599.54,1783.71,19.16,18975.31,1657.98,1.0,8047800.0,1.48,11593776.74
Apartment,6th October,382,2019,7,5,5,19.34,19688.35,1777.9,19.36,20393.0,1778.87,1.0,5348000.0,1.48,8449811.33
Apartment,New Cairo,376,2019,7,5,4,19.91,20839.11,1731.76,19.42,20081.8,1665.26,1.0,6768000.0,1.49,9650978.11
Villa,North Coast,167,2019,7,5,5,20.46,20584.4,1832.24,19.18,19599.54,1783.71,1.5,6012000.0,1.5,14521946.22
Apartment,Cairo,213,2019,7,4,4,19.74,19947.9,1763.25,19.34,19688.35,1777.9,1.0,2556000.0,1.49,3422335.57
Studio,Cairo,197,2019,7,1,1,19.71,19428.01,1777.11,19.91,20839.11,1731.76,1.0,2127600.0,1.48,3422952.89
Apartment,6th October,249,2019,7,4,3,19.6,19688.55,1650.84,20.46,20584.4,1832.24,1.0,3486000.0,1.48,5396582.66
Studio,North Coast,181,2019,7,1,1,19.45,19300.02,1710.72,19.74,19947.9,1763.25,1.5,3258000.0,1.47,7073204.31
Apartment,Cairo,63,2019,7,1,1,19.94,19094.44,1757.64,19.71,19428.01,1777.11,1.0,756000.0,1.48,1134823.37
Apartment,Cairo,380,2019,7,5,5,20.15,20185.69,1750.53,19.6,19688.55,1650.84,1.0,4560000.0,1.49,7387075.0
Villa,Sheikh Zayed,166,2019,7,5,5,19.08,18662.72,1727.69,19.45,19300.02,1710.72,1.0,5079600.0,1.46,7558311.84
Apartment,North Coast,134,2019,7,2,2,20.18,19777.07,1775.55,19.94,19094.44,1757.64,1.5,2680000.0,1.49,5658475.03
Apartment,Cairo,279,2019,7,5,5,20.48,20085.7,1839.12,20.15,20185.69,1750.53,1.0,3348000.0,1.5,5087111.55
Apartment,6th October,71,2019,7,2,2,19.17,18854.26,1621.81,19.08,18662.72,1727.69,1.0,994000.0,1.46,1560456.17
Apartment,Cairo,302,2019,7,5,4,20.14,20577.53,1906.44,20.18,19777.07,1775.55,1.0,3624000.0,1.5,5975743.02
Villa,New Cairo,301,2019,7,7,8,20.5,20191.74,1794.12,20.48,20085.7,1839.12,1.0,9752400.0,1.5,14840893.0
Studio,North Coast,356,2019,7,1,1,20.04,18872.42,1786.78,19.17,18854.26,1621.81,1.5,6408000.0,1.48,13232435.52
Apartment,6th October,317,2019,7,5,4,19.6,20219.93,1809.73,20.14,20577.53,1906.44,1.0,4438000.0,1.49,6965871.43
Apartment,Cairo,367,2019,7,5,4,20.08,20925.37,1891.02,20.5,20191.74,1794.12,1.0,4404000.0,1.5,7284881.19
Villa,North Coast,174,2019,7,4,5,19.29,19734.88,1735.03,20.04,18872.42,1786.78,1.5,6264000.0,1.48,13804695.43
Apartment,Sheikh Zayed,79,2019,8,1,1,19.54,20081.58,1811.65,19.6,20219.93,1809.73,1.0,1343000.0,1.49,1950387.57
Apartment,New Cairo,266,2019,8,5,4,19.34,19830.66,1733.34,20.08,20925.37,1891.02,1.0,4788000.0,1.48,7152664.45
Apartment,Cairo,106,2019,8,1,1,19.03,19802.59,1798.73,19.29,19734.88,1735.03,1.0,1272000.0,1.48,1754330.79
Studio,6th October,343,2019,8,1,1,19.73,19596.64,1821.49,19.54,20081.58,1811.65,1.0,4321800.0,1.48,7019814.96
Apartment,Cairo,385,2019,8,5,4,19.87,19560.87,1740.1,19.34,19830.66,1733.34,1.0,4620000.0,1.48,7306662.62
Apartment,6th October,226,2019,8,5,5,20.05,19498.87,1831.51,19.03,19802.59,1798.73,1.0,3164000.0,1.49,4340924.2
Apartment,6th October,140,2019,8,1,1,17.48,18802.49,1602.87,19.73,19596.64,1821.49,1.0,1960000.0,1.44,3080077.02
Apartment,Cairo,137,2019,8,2,2,19.82,20232.31,1753.9,19.87,19560.87,1740.1,1.0,1644000.0,1.49,2663301.69
Villa,Cairo,145,2019,8,3,3,19.77,20201.92,1721.6,20.05,19498.87,1831.51,1.0,3132000.0,1.49,4482646.75
Apartment,North Coast,336,2019,8,5,4,19.19,19385.61,1759.58,17.48,18802.49,1602.87,1.5,6720000.0,1.47,15209290.63
Studio,New Cairo,149,2019,8,1,1,19.52,19661.86,1825.81,19.82,20232.31,1753.9,1.0,2413800.0,1.48,3301184.69
Studio,Cairo,139,2019,8,1,1,20.12,19961.51,1743.93,19.77,20201.92,1721.6,1.0,1501200.0,1.49,2048051.75
Apartment,Cairo,76,2019,8,2,2,19.8,19646.42,1809.88,19.19,19385.61,1759.58,1.0,912000.0,1.48,1354737.84
Apartment,6th October,393,2019,8,5,5,19.74,18907.85,1775.06,19.52,19661.86,1825.81,1.0,5502000.0,1.48,7385852.39
Apartment,Cairo,175,2019,8,3,2,20.2,20003.87,1758.79,20.12,19961.51,1743.93,1.0,2100000.0,1.49,3363613.14
Villa,Cairo,115,2019,8,3,4,20.92,20309.32,1824.77,19.8,19646.42,1809.88,1.0,2484000.0,1.5,4054471.11
Apartment,Sheikh Zayed,321,2019,8,5,4,19.64,19797.62,1811.08,19.74,18907.85,1775.06,1.0,5457000.0,1.48,7402153.18
Villa,North Coast,135,2019,8,4,5,19.89,19679.37,1841.58,20.2,20003.87,1758.79,1.5,4860000.0,1.49,9863937.25
Apartment,North Coast,244,2019,8,5,4,19.33,19808.37,1781.69,20.92,20309.32,1824.77,1.5,4880000.0,1.48,10232962.7
Apartment,Cairo,220,2019,8,5,5,20.85,21778.4,1840.57,19.64,19797.62,1811.08,1.0,2640000.0,1.52,4352982.61
Apartment,New Cairo,161,2019,8,4,3,19.51,20146.58,1776.65,19.89,19679.37,1841.58,1.0,2898000.0,1.49,4536291.91
Apartment,New Cairo,127,2019,8,2,1,18.88,19202.56,1707.42,19.33,19808.37,1781.69,1.0,2286000.0,1.47,3470041.26
Studio,Cairo,346,2019,8,1,1,20.1,19938.31,1809.79,20.85,21778.4,1840.57,1.0,3736800.0,1.49,5878960.08
Apartment,Sheikh Zayed,156,2019,8,4,4,18.99,19436.59,1675.83,19.51,20146.58,1776.65,1.0,2652000.0,1.47,3659207.19
Villa,6th October,221,2019,8,6,7,20.44,20279.66,1816.25,18.88,19202.56,1707.42,1.0,5569200.0,1.5,7936754.91
Apartment,Sheikh Zayed,102,2019,8,3,3,20.09,20044.8,1889.7,20.1,19938.31,1809.79,1.0,1734000.0,1.5,2499245.88
Apartment,Cairo,124,2019,8,1,1,19.29,19418.9,1742.55,18.99,19436.59,1675.83,1.0,1488000.0,1.47,2239730.44
Apartment,Cairo,330,2019,8,5,5,20.14,19819.7,1863.22,20.44,20279.66,1816.25,1.0,3960000.0,1.49,6039400.38
Apartment,6th October,149,2019,8,2,2,19.65,20145.19,1815.8,20.09,20044.8,1889.7,1.0,2086000.0,1.49,2924434.87
Villa,New Cairo,350,2019,8,7,8,20.03,19883.46,1873.36,19.29,19418.9,1742.55,1.0,11340000.0,1.49,16714092.15
Villa,North Coast,213,2019,8,5,6,19.18,19875.68,1602.57,20.14,19819.7,1863.22,1.5,7668000.0,1.47,17558611.45
Apartment,New Cairo,69,2019,8,1,1,19.15,19467.31,1766.48,19.65,20145.19,1815.8,1.0,1242000.0,1.47,1761626.56
Apartment,North Coast,244,2019,8,5,4,19.99,19091.47,1828.75,20.03,19883.46,1873.36,1.5,4880000.0,1.48,9928658.56
Villa,Sheikh Zayed,314,2019,8,7,7,20.77,19858.52,1878.62,19.18,19875.68,1602.57,1.0,9608400.0,1.5,13542626.15
Villa,6th October,100,2019,8,3,4,19.51,18956.49,1835.74,19.15,19467.31,1766.48,1.0,2520000.0,1.48,3471258.18
Studio,Sheikh Zayed,206,2019,8,1,1,19.48,19843.23,1808.8,19.99,19091.47,1828.75,1.0,3151800.0,1.48,4799625.09
Apartment,Sheikh Zayed,194,2019,8,4,4,19.67,18987.72,1795.56,20.77,19858.52,1878.62,1.0,3298000.0,1.48,4449010.93
Apartment,New Cairo,358,2019,8,5,4,19.19,19343.54,1711.38,19.51,18956.49,1835.74,1.0,6444000.0,1.47,10207621.61
Apartment,6th October,142,2019,8,2,2,20.13,19879.73,1711.28,19.48,19843.23,1808.8,1.0,1988000.0,1.49,2707963.11
Apartment,Cairo,233,2019,8,3,3,20.31,20030.17,1882.32,19.67,18987.72,1795.56,1.0,2796000.0,1.5,4268964.65
Apartment,Sheikh Zayed,381,2019,8,5,5,20.1,20490.79,1774.69,19.19,19343.54,1711.38,1.0,6477000.0,1.49,10512520.81
Apartment,Cairo,207,2019,8,3,2,19.78,20416.64,1771.44,20.13,19879.73,1711.28,1.0,2484000.0,1.49,3378452.24
Apartment,6th October,391,2019,8,5,5,19.36,19306.29,1813.06,20.31,20030.17,1882.32,1.0,5474000.0,1.48,7897528.33
Apartment,North Coast,230,2019,8,3,3,20.9,20442.23,1844.23,20.1,20490.79,1774.69,1.5,4600000.0,1.51,10031626.19
Villa,6th October,131,2019,8,3,3,19.45,19512.92,1714.5,19.78,20416.64,1771.44,1.0,3301200.0,1.48,4718597.86
Apartment,6th October,96,2019,8,2,1,19.44,19930.68,1686.6,19.36,19306.29,1813.06,1.0,1344000.0,1.48,2026326.65
Villa,6th October,175,2019,8,5,5,18.99,19452.46,1731.48,20.9,20442.23,1844.23,1.0,4410000.0,1.47,6178370.42
Apartment,Cairo,260,2019,8,4,3,19.18,19815.05,1763.65,19.45,19512.92,1714.5,1.0,3120000.0,1.48,4175717.8
Apartment,North Coast,272,2019,8,4,3,20.07,19466.73,1843.15,19.44,19930.68,1686.6,1.5,5440000.0,1.49,13260156.1
Apartment,Cairo,316,2019,8,5,4,19.68,19955.37,1777.89,18.99,19452.46,1731.48,1.0,3792000.0,1.49,5912388.39
Apartment,Cairo,89,2019,8,1,1,19.47,19032.52,1774.4,19.18,19815.05,1763.65,1.0,1068000.0,1.47,1459081.86
Villa,North Coast,188,2019,8,5,5,19.51,19362.12,1709.26,20.07,19466.73,1843.15,1.5,6768000.0,1.47,14831201.99
Villa,New Cairo,360,2019,8,7,7,19.65,19876.19,1834.62,19.68,19955.37,1777.89,1.0,11664000.0,1.49,15827549.45
Studio,New Cairo,303,2019,8,1,1,19.58,18814.32,1929.64,19.47,19032.52,1774.4,1.0,4908600.0,1.48,6580611.35
Studio,North Coast,251,2019,8,1,1,20.62,19214.92,1895.93,19.51,19362.12,1709.26,1.5,4518000.0,1.49,9203132.55
