listing_date,area,area_tier,region,property_type,size_sqm,bedrooms,bathrooms,floor,compound,standalone,sea_view,balcony,parking_spot,elevator,finishing_level,furnishing_level,property_age_years,distance_to_cbd_km,price_per_sqm_egp,price_egp,price_usd_est,estimated_rent_egp_month
2024-07-01,Haram,Standard,Urban,Chalet,468,4,3,3,0,0,0,0,1,0,Fully Finished,Partly Furnished,11,7.7,21927,10261923,205238,56441
2025-11-04,Maadi,Premium,Urban,Apartment,327,2,1,1,0,0,0,1,1,1,Fully Finished,Partly Furnished,9,10.4,16641,5441685,108834,35371
2024-12-13,Nasr City,Standard,Urban,Penthouse,230,3,3,12,0,0,0,1,0,1,Fully Finished,Partly Furnished,11,11.1,20143,4632826,92657,25481
2025-07-06,Haram,Standard,Urban,Apartment,399,2,2,8,0,0,0,1,0,1,Fully Finished,Unfurnished,6,9.6,9660,3854185,77084,25052
2024-08-17,New Cairo,Premium,Urban,Duplex,245,3,3,6,0,0,0,1,0,1,Semi Finished,Unfurnished,10,25.2,22805,5587129,111743,36316
2025-10-16,Maadi,Premium,Urban,Penthouse,229,4,3,13,1,0,0,1,1,0,Luxury Finished,Fully Furnished,12,15.5,42764,9792937,195859,53861
2024-12-08,Alexandria,Standard,Urban,Villa,480,4,4,1,0,1,0,0,0,0,Semi Finished,Unfurnished,6,223.0,32336,15831774,316635,87075
2024-07-04,Ain Sokhna,Premium,Coastal,Penthouse,212,4,4,13,1,0,0,1,1,1,Semi Finished,Fully Furnished,13,127.3,69763,14789789,295796,81344
2024-12-31,Ain Sokhna,Premium,Coastal,Villa,66,7,6,3,0,1,1,0,0,0,Fully Finished,Unfurnished,11,120.3,120000,8078400,161568,44431
2025-07-08,Heliopolis,Premium,Urban,Duplex,194,2,2,4,0,0,0,1,1,0,Semi Finished,Partly Furnished,4,13.0,34337,6661292,133226,43298
2024-04-12,North Coast,Premium,Coastal,Apartment,276,1,1,6,1,0,0,1,1,1,Fully Finished,Fully Furnished,14,260.3,42236,11657004,233140,75771
2024-12-13,Maadi,Premium,Urban,Chalet,191,4,3,1,0,0,0,1,1,0,Fully Finished,Unfurnished,10,11.0,39661,7575253,151505,41664
2024-11-19,6th of October,Standard,Urban,Penthouse,216,2,2,14,0,0,0,1,1,1,Luxury Finished,Partly Furnished,3,30.3,21917,4733978,94680,26037
2024-01-16,Ain Sokhna,Premium,Coastal,Duplex,277,2,2,7,0,0,0,1,0,1,Fully Finished,Unfurnished,0,117.8,61928,17154022,343080,111501
2025-01-27,Haram,Standard,Urban,Apartment,178,1,1,3,0,0,0,1,1,1,Fully Finished,Partly Furnished,18,7.6,17856,3178393,63568,20660
2024-07-01,North Coast,Premium,Coastal,Duplex,493,3,2,7,0,0,0,1,1,0,Semi Finished,Unfurnished,9,189.8,34520,17018312,340366,110619
2024-07-31,Alexandria,Standard,Urban,Apartment,118,1,1,5,0,0,0,1,1,1,Fully Finished,Unfurnished,7,212.7,20742,2447586,48952,15909
2024-04-29,Ain Sokhna,Premium,Coastal,Villa,85,4,5,3,1,0,0,1,1,0,Fully Finished,Partly Furnished,12,124.1,120000,10404000,208080,57222
2024-05-07,Haram,Standard,Urban,Chalet,360,4,3,4,0,0,0,1,0,0,Semi Finished,Unfurnished,7,7.1,17582,6329350,126587,34811
2024-01-20,Heliopolis,Premium,Urban,Duplex,410,3,3,7,1,0,0,1,1,0,Fully Finished,Unfurnished,9,11.3,29234,11985760,239715,77907
2024-08-07,New Cairo,Premium,Urban,Apartment,234,1,1,7,1,0,0,1,1,1,Fully Finished,Partly Furnished,5,25.0,19839,4642404,92848,30176
2026-04-09,Maadi,Premium,Urban,Duplex,116,4,4,5,1,0,0,0,0,1,Semi Finished,Unfurnished,4,12.1,33747,3914619,78292,25445
2024-03-10,Sheikh Zayed,Premium,Urban,Villa,300,6,5,3,1,1,0,1,0,0,Luxury Finished,Unfurnished,0,29.4,63347,19384251,387685,106613
2025-06-05,Heliopolis,Premium,Urban,Duplex,367,4,4,7,0,0,0,0,1,0,Semi Finished,Fully Furnished,10,11.5,26999,9908504,198170,64405
2025-04-22,North Coast,Premium,Coastal,Apartment,493,1,1,5,0,0,0,1,1,1,Fully Finished,Unfurnished,1,225.2,46984,23163244,463265,150561
2025-06-21,Haram,Standard,Urban,Penthouse,105,5,5,15,0,0,0,1,0,1,Semi Finished,Fully Furnished,11,7.9,14565,1529299,30586,8411
2026-01-20,Maadi,Premium,Urban,Villa,137,4,4,3,0,1,0,0,1,0,Luxury Finished,Unfurnished,16,12.7,74209,10369965,207399,57035
2025-05-01,6th of October,Standard,Urban,Penthouse,67,3,3,12,1,0,0,1,0,1,Luxury Finished,Unfurnished,3,32.2,18340,1228768,24575,6758
2025-05-10,New Cairo,Premium,Urban,Apartment,299,1,1,4,0,0,0,0,0,1,Fully Finished,Fully Furnished,1,23.2,28596,8550353,171007,55577
2025-08-02,Sheikh Zayed,Premium,Urban,Chalet,410,4,3,1,1,0,0,1,0,0,Semi Finished,Unfurnished,10,29.1,45653,18717787,374356,102948
2025-01-29,Maadi,Premium,Urban,Apartment,331,1,1,3,1,0,0,1,1,1,Fully Finished,Unfurnished,8,15.3,26563,8792338,175847,57150
2024-01-27,6th of October,Standard,Urban,Duplex,107,3,2,1,0,0,0,0,1,1,Fully Finished,Fully Furnished,12,34.3,21210,2269418,45388,14751
2024-12-24,Haram,Standard,Urban,Apartment,391,2,1,4,0,0,0,1,0,1,Luxury Finished,Partly Furnished,8,7.3,16952,6628227,132565,43083
2025-10-06,Alexandria,Standard,Urban,Villa,78,6,6,2,0,1,1,1,0,0,Fully Finished,Partly Furnished,1,231.3,74409,5920018,118400,32560
2024-04-25,Ain Sokhna,Premium,Coastal,Villa,213,6,5,2,1,1,0,1,1,0,Luxury Finished,Partly Furnished,0,112.3,102642,22299962,445999,122650
2025-09-25,6th of October,Standard,Urban,Penthouse,118,3,2,12,0,0,0,1,1,1,Fully Finished,Fully Furnished,1,34.6,30569,3607094,72142,19839
2024-04-28,Heliopolis,Premium,Urban,Villa,477,5,5,1,0,1,0,1,1,0,Luxury Finished,Fully Furnished,26,12.9,46237,22496044,449921,123728
2025-07-22,North Coast,Premium,Coastal,Penthouse,421,3,3,11,1,0,1,0,0,1,Fully Finished,Fully Furnished,6,224.3,67643,28477823,569556,156628
2025-04-01,Nasr City,Standard,Urban,Apartment,486,2,1,11,0,0,0,1,0,1,Fully Finished,Fully Furnished,11,11.0,12577,6112638,122253,39732
2024-07-11,Nasr City,Standard,Urban,Villa,401,3,3,1,0,0,0,1,0,0,Semi Finished,Unfurnished,13,9.4,25395,10387078,207742,57129
2024-04-19,Alexandria,Standard,Urban,Penthouse,133,4,4,13,0,0,0,0,0,1,Fully Finished,Unfurnished,6,182.0,31547,4195738,83915,23077
2024-08-31,Haram,Standard,Urban,Chalet,275,4,3,4,0,0,0,0,0,0,Fully Finished,Partly Furnished,11,9.0,20148,5540635,110813,30473
2025-11-09,Sheikh Zayed,Premium,Urban,Chalet,337,2,1,3,0,0,0,0,1,0,Luxury Finished,Fully Furnished,0,25.4,51089,17217011,344340,94694
2024-04-02,Alexandria,Standard,Urban,Penthouse,423,3,3,13,0,0,1,1,0,1,Luxury Finished,Unfurnished,9,197.1,17288,7312970,146259,40221
2025-04-03,Haram,Standard,Urban,Duplex,324,4,4,7,0,0,0,1,1,0,Fully Finished,Unfurnished,13,8.7,8964,2904436,58089,18879
2024-01-15,Ain Sokhna,Premium,Coastal,Chalet,93,4,3,1,1,0,1,1,1,0,Semi Finished,Fully Furnished,14,112.2,106696,9922740,198455,54575
2025-03-08,Alexandria,Standard,Urban,Penthouse,386,5,5,12,0,0,1,1,0,1,Fully Finished,Unfurnished,8,220.7,21948,8471864,169437,46595
2024-01-24,Nasr City,Standard,Urban,Penthouse,153,3,3,13,0,0,0,1,0,1,Fully Finished,Fully Furnished,14,9.7,17357,2655614,53112,14606
2024-05-29,New Cairo,Premium,Urban,Chalet,405,3,3,3,1,0,0,1,0,0,Fully Finished,Fully Furnished,8,26.5,39182,15868857,317377,87279
2025-06-13,Nasr City,Standard,Urban,Penthouse,240,2,2,10,0,0,0,1,1,1,Luxury Finished,Fully Furnished,13,8.7,19919,4780549,95611,26293
2024-10-06,Nasr City,Standard,Urban,Apartment,173,2,1,1,0,0,0,0,1,1,Fully Finished,Unfurnished,0,10.2,17072,2953528,59071,19198
2024-01-26,Haram,Standard,Urban,Penthouse,463,4,4,10,0,0,0,1,0,1,Fully Finished,Fully Furnished,9,7.0,13763,6372292,127446,35048
2025-12-24,Alexandria,Standard,Urban,Apartment,448,2,1,5,0,0,0,1,1,1,Core & Shell,Unfurnished,16,201.8,15849,7100314,142006,46152
2024-11-19,New Cairo,Premium,Urban,Apartment,337,1,1,8,1,0,0,1,0,1,Core & Shell,Partly Furnished,3,24.5,20474,6899675,137994,44848
2024-06-01,North Coast,Premium,Coastal,Penthouse,484,4,4,11,1,0,1,1,0,1,Fully Finished,Partly Furnished,5,223.0,90796,43945094,878902,241698
2024-03-06,North Coast,Premium,Coastal,Chalet,208,4,3,1,1,0,0,1,0,0,Luxury Finished,Partly Furnished,0,233.1,90589,18842420,376848,103633
2024-02-15,6th of October,Standard,Urban,Chalet,168,4,3,2,0,0,0,1,1,0,Fully Finished,Partly Furnished,0,34.9,36574,6144374,122887,33794
2025-07-16,Ain Sokhna,Premium,Coastal,Villa,99,5,5,3,1,1,0,1,1,0,Fully Finished,Unfurnished,8,129.8,120000,12117600,242352,66647
2024-05-02,Heliopolis,Premium,Urban,Duplex,338,2,3,8,0,0,0,1,0,1,Semi Finished,Unfurnished,17,11.8,24755,8367095,167342,54386
2024-07-10,Nasr City,Standard,Urban,Villa,175,5,5,3,0,1,0,0,1,0,Semi Finished,Unfurnished,23,11.0,43491,7763121,155262,42697
2024-09-06,North Coast,Premium,Coastal,Apartment,427,2,2,5,0,0,0,1,1,1,Semi Finished,Unfurnished,0,158.7,38115,16275212,325504,105789
2025-11-05,Alexandria,Standard,Urban,Chalet,383,4,3,4,0,0,0,0,0,0,Fully Finished,Partly Furnished,12,177.6,27728,10619869,212397,58409
2024-01-01,6th of October,Standard,Urban,Penthouse,444,3,3,10,1,0,0,1,0,1,Fully Finished,Unfurnished,0,36.9,22883,10160266,203205,55881
2025-10-19,North Coast,Premium,Coastal,Chalet,99,2,2,3,0,0,1,1,1,0,Luxury Finished,Partly Furnished,6,239.0,120000,11880000,237600,65340
2025-01-13,Nasr City,Standard,Urban,Villa,83,5,4,2,0,0,0,0,0,0,Luxury Finished,Partly Furnished,21,10.0,53148,4499472,89989,24747
2026-02-07,Haram,Standard,Urban,Duplex,382,5,4,1,0,0,0,0,0,1,Fully Finished,Fully Furnished,18,7.5,14038,5362556,107251,34857
2024-04-19,Alexandria,Standard,Urban,Apartment,240,1,1,9,0,0,0,1,0,1,Fully Finished,Unfurnished,12,223.2,13177,3162535,63251,20556
2025-01-10,Nasr City,Standard,Urban,Penthouse,128,3,3,14,0,0,0,1,1,1,Fully Finished,Unfurnished,12,9.9,19999,2559918,51198,14080
2026-04-12,Heliopolis,Premium,Urban,Apartment,372,1,1,6,1,0,0,0,0,1,Fully Finished,Unfurnished,0,10.1,18784,6987663,139753,45420
2026-01-27,Maadi,Premium,Urban,Penthouse,372,2,2,10,0,0,0,1,0,0,Luxury Finished,Unfurnished,15,13.4,35600,13243142,264863,72837
2025-12-11,North Coast,Premium,Coastal,Penthouse,376,2,2,13,1,0,1,0,0,1,Fully Finished,Unfurnished,7,184.9,64403,24215633,484313,133186
2024-07-20,6th of October,Standard,Urban,Duplex,391,4,4,5,1,0,0,1,0,1,Luxury Finished,Unfurnished,6,37.8,24237,9476672,189533,61598
2025-03-07,Alexandria,Standard,Urban,Penthouse,456,2,2,12,0,0,1,1,0,0,Fully Finished,Fully Furnished,8,256.4,31231,14241384,284828,78328
2024-11-04,Heliopolis,Premium,Urban,Apartment,171,1,1,2,1,0,0,1,1,1,Fully Finished,Unfurnished,3,13.6,31728,5425479,108510,35266
2024-12-11,Alexandria,Standard,Urban,Chalet,106,3,3,1,0,0,1,1,1,0,Fully Finished,Unfurnished,12,216.0,44285,4694205,93884,25818
2024-04-07,North Coast,Premium,Coastal,Penthouse,369,3,4,12,0,0,1,0,1,1,Fully Finished,Unfurnished,5,238.6,102367,37773297,755466,207753
2024-09-16,North Coast,Premium,Coastal,Apartment,331,1,1,2,0,0,0,1,0,1,Fully Finished,Unfurnished,0,213.8,33995,11252183,225044,73139
2025-07-14,Ain Sokhna,Premium,Coastal,Villa,261,5,5,3,1,1,0,1,1,0,Fully Finished,Fully Furnished,7,122.9,120000,31946400,638928,175705
2024-11-17,Sheikh Zayed,Premium,Urban,Apartment,198,2,2,2,1,0,0,1,1,1,Fully Finished,Unfurnished,0,31.3,24448,4840635,96813,31464
2025-07-17,Haram,Standard,Urban,Apartment,332,1,1,4,0,0,0,1,0,1,Semi Finished,Unfurnished,0,7.5,9103,3022110,60442,19644
2026-03-23,Alexandria,Standard,Urban,Chalet,464,2,2,1,0,0,0,0,0,0,Luxury Finished,Partly Furnished,7,249.2,35062,16268736,325375,89478
2024-04-28,Maadi,Premium,Urban,Apartment,380,1,1,9,0,0,0,1,1,1,Fully Finished,Unfurnished,11,17.7,23526,8940060,178801,58110
2026-01-24,Alexandria,Standard,Urban,Chalet,351,4,3,4,0,0,0,1,1,0,Semi Finished,Fully Furnished,11,227.9,19077,6696026,133921,36828
2026-01-06,Alexandria,Standard,Urban,Villa,163,5,5,1,0,0,0,1,1,0,Luxury Finished,Fully Furnished,2,206.8,33095,5502374,110047,30263
2025-05-14,Ain Sokhna,Premium,Coastal,Chalet,257,4,3,4,1,0,1,1,0,0,Semi Finished,Unfurnished,3,120.5,68853,17695293,353906,97324
2025-07-04,Haram,Standard,Urban,Penthouse,185,4,4,14,0,0,0,1,0,1,Core & Shell,Unfurnished,14,9.9,17100,3163418,63268,17399
2024-05-28,Sheikh Zayed,Premium,Urban,Chalet,228,3,3,4,1,0,0,1,1,0,Fully Finished,Fully Furnished,6,33.0,63548,14488844,289777,79689
2024-05-09,Nasr City,Standard,Urban,Duplex,304,4,4,3,0,0,0,1,0,1,Fully Finished,Partly Furnished,0,9.8,22008,6690314,133806,43487
2024-07-25,New Cairo,Premium,Urban,Apartment,135,1,1,5,1,0,0,1,0,1,Core & Shell,Fully Furnished,11,29.5,25295,3414828,68297,22196
2025-09-22,Ain Sokhna,Premium,Coastal,Apartment,396,3,3,1,0,0,0,1,0,1,Fully Finished,Partly Furnished,1,105.6,43236,17121455,342429,111289
2025-03-16,Haram,Standard,Urban,Duplex,91,5,4,8,0,0,0,1,0,1,Semi Finished,Unfurnished,14,8.5,20043,1823879,36478,11855
2025-04-12,Nasr City,Standard,Urban,Villa,428,7,6,3,0,0,0,1,1,0,Semi Finished,Unfurnished,4,9.4,28463,12425917,248518,68343
2024-09-23,Nasr City,Standard,Urban,Chalet,137,3,3,4,0,0,0,0,1,0,Semi Finished,Unfurnished,9,10.0,27000,3699044,73981,20345
2025-05-18,New Cairo,Premium,Urban,Villa,248,6,6,1,1,1,0,0,1,0,Luxury Finished,Fully Furnished,3,29.2,58812,14877060,297541,81824
2025-04-04,Nasr City,Standard,Urban,Chalet,472,4,3,3,0,0,0,1,0,0,Luxury Finished,Fully Furnished,2,9.9,26103,12320495,246410,67763
2025-12-08,Alexandria,Standard,Urban,Apartment,492,1,1,10,0,0,0,1,0,1,Luxury Finished,Unfurnished,18,216.9,14513,7140160,142803,46411
2024-03-28,6th of October,Standard,Urban,Penthouse,252,2,2,15,1,0,0,1,1,1,Fully Finished,Unfurnished,0,33.7,19445,4900070,98001,26950
2025-07-30,Maadi,Premium,Urban,Penthouse,299,5,4,10,1,0,0,1,0,1,Luxury Finished,Unfurnished,8,16.6,34678,10368654,207373,57028
2025-02-26,6th of October,Standard,Urban,Chalet,263,2,2,3,1,0,0,1,1,0,Fully Finished,Unfurnished,0,35.1,25837,6795120,135902,37373
2026-03-16,Haram,Standard,Urban,Apartment,207,2,1,4,0,0,0,1,1,1,Semi Finished,Unfurnished,7,8.2,8157,1688440,33769,10975
2025-11-18,Ain Sokhna,Premium,Coastal,Villa,435,7,6,3,1,0,1,1,0,0,Semi Finished,Fully Furnished,5,131.3,101797,45167410,903348,248421
2026-03-10,North Coast,Premium,Coastal,Chalet,173,4,3,2,1,0,1,0,1,0,Fully Finished,Unfurnished,7,196.2,93876,16240538,324811,89323
2024-07-28,6th of October,Standard,Urban,Chalet,269,4,3,4,1,0,0,0,1,0,Fully Finished,Unfurnished,0,27.7,22134,5954117,119082,32748
2025-11-29,North Coast,Premium,Coastal,Duplex,172,2,2,8,1,0,0,1,0,0,Fully Finished,Unfurnished,8,264.8,49908,8584138,171683,55797
2025-03-03,Heliopolis,Premium,Urban,Chalet,199,3,2,2,1,0,0,1,1,0,Luxury Finished,Partly Furnished,13,9.7,70920,14113074,282261,77622
2025-08-24,Maadi,Premium,Urban,Apartment,64,1,1,12,1,0,0,1,1,1,Fully Finished,Fully Furnished,9,11.7,38322,2452580,49052,15942
2025-08-23,Heliopolis,Premium,Urban,Chalet,92,4,3,2,0,0,0,1,1,0,Fully Finished,Unfurnished,11,12.9,67525,6212318,124246,34168
2024-02-12,Alexandria,Standard,Urban,Chalet,273,4,3,3,0,0,1,1,0,0,Fully Finished,Partly Furnished,7,190.5,32330,8826053,176521,48543
2025-09-16,Ain Sokhna,Premium,Coastal,Duplex,348,2,2,5,1,0,0,1,1,0,Core & Shell,Unfurnished,3,121.4,44175,15372946,307459,99924
2025-11-10,Nasr City,Standard,Urban,Chalet,187,3,2,1,0,0,0,0,1,0,Fully Finished,Unfurnished,16,11.2,25033,4681155,93623,25746
2025-10-26,North Coast,Premium,Coastal,Duplex,88,4,4,6,0,0,0,1,1,1,Fully Finished,Unfurnished,4,252.3,61418,5404790,108096,35131
2024-03-27,Haram,Standard,Urban,Apartment,116,1,2,11,0,0,0,1,1,1,Fully Finished,Unfurnished,11,5.8,16480,1911647,38233,12426
2025-03-09,Haram,Standard,Urban,Apartment,381,1,1,9,0,0,0,1,0,1,Semi Finished,Unfurnished,11,7.7,10549,4019136,80383,26124
2024-04-12,Haram,Standard,Urban,Penthouse,471,2,2,11,0,0,0,1,1,0,Fully Finished,Unfurnished,18,8.3,12619,5943668,118873,32690
2026-01-18,Sheikh Zayed,Premium,Urban,Villa,484,5,5,2,0,1,0,0,0,0,Fully Finished,Partly Furnished,8,33.0,46679,23044613,460892,126745
2025-02-19,New Cairo,Premium,Urban,Duplex,130,2,2,5,1,0,0,0,0,0,Core & Shell,Unfurnished,13,30.1,31595,4107402,82148,26698
2024-08-18,6th of October,Standard,Urban,Villa,157,7,6,2,1,1,0,0,1,0,Semi Finished,Fully Furnished,8,39.8,52762,8449289,168986,46471
2025-12-08,Sheikh Zayed,Premium,Urban,Duplex,339,3,2,3,1,0,0,1,1,1,Fully Finished,Unfurnished,11,32.9,27745,9405417,188108,61135
2024-09-25,Maadi,Premium,Urban,Villa,486,7,6,3,0,0,0,1,1,0,Semi Finished,Partly Furnished,14,12.9,64972,32207908,644158,177143
2025-12-22,Maadi,Premium,Urban,Duplex,100,3,3,8,0,0,0,0,1,1,Semi Finished,Unfurnished,23,14.3,29120,2911974,58239,18928
2024-11-13,Nasr City,Standard,Urban,Duplex,462,4,4,8,0,0,0,1,1,1,Luxury Finished,Unfurnished,9,8.0,14683,6783484,135670,44093
2024-11-23,Sheikh Zayed,Premium,Urban,Penthouse,349,3,3,10,1,0,0,1,1,1,Fully Finished,Fully Furnished,1,28.8,37943,13242257,264845,72832
2024-07-18,6th of October,Standard,Urban,Chalet,325,4,3,3,0,0,0,1,1,0,Fully Finished,Fully Furnished,3,29.0,28989,9421298,188426,51817
2025-07-18,New Cairo,Premium,Urban,Apartment,159,1,1,8,1,0,0,1,1,1,Fully Finished,Partly Furnished,0,23.0,24653,3919800,78396,25479
2024-12-03,New Cairo,Premium,Urban,Chalet,213,2,2,1,1,0,0,1,1,0,Fully Finished,Unfurnished,1,26.5,49472,10537588,210752,57957
2025-04-13,Haram,Standard,Urban,Penthouse,138,5,4,11,0,0,0,1,0,1,Fully Finished,Unfurnished,1,7.4,15492,2137944,42759,11759
2025-08-23,Maadi,Premium,Urban,Chalet,107,3,3,1,0,0,0,0,0,0,Fully Finished,Partly Furnished,10,13.5,55307,5917887,118358,32548
2024-09-03,North Coast,Premium,Coastal,Duplex,157,4,3,4,0,0,0,1,1,1,Fully Finished,Fully Furnished,0,246.4,61807,9703664,194073,63074
2025-05-11,New Cairo,Premium,Urban,Apartment,360,1,1,4,1,0,0,1,0,1,Semi Finished,Unfurnished,1,27.1,23634,8508287,170166,55304
2024-11-20,Ain Sokhna,Premium,Coastal,Apartment,196,1,1,12,0,0,0,1,1,1,Fully Finished,Unfurnished,9,131.4,48871,9578626,191573,62261
2024-03-20,New Cairo,Premium,Urban,Villa,479,4,3,3,1,0,0,0,1,0,Luxury Finished,Partly Furnished,16,22.4,56478,27594107,551882,151768
2024-02-09,Haram,Standard,Urban,Apartment,389,1,1,6,0,0,0,1,1,1,Fully Finished,Unfurnished,19,8.0,11582,4505525,90110,29286
2025-11-04,Maadi,Premium,Urban,Villa,478,3,3,1,1,0,0,1,1,0,Luxury Finished,Unfurnished,9,14.9,45931,22394282,447886,123169
2025-09-24,Heliopolis,Premium,Urban,Apartment,471,1,1,8,0,0,0,1,0,1,Fully Finished,Partly Furnished,1,10.4,22600,10644682,212894,69190
2025-01-29,Alexandria,Standard,Urban,Chalet,469,4,3,4,0,0,1,1,0,0,Semi Finished,Partly Furnished,10,207.1,38109,17872923,357458,98301
2024-10-11,North Coast,Premium,Coastal,Duplex,332,5,4,4,1,0,0,1,1,1,Semi Finished,Unfurnished,3,239.2,39651,13164198,263284,85567
2025-06-16,Alexandria,Standard,Urban,Apartment,229,2,1,6,0,0,0,1,0,1,Fully Finished,Unfurnished,19,209.7,16125,3692653,73853,24002
2025-09-05,Nasr City,Standard,Urban,Penthouse,227,4,4,15,0,0,0,1,1,1,Fully Finished,Fully Furnished,13,9.3,25047,5685739,113715,31272
2025-05-23,New Cairo,Premium,Urban,Penthouse,210,5,4,14,1,0,0,1,0,0,Fully Finished,Fully Furnished,12,28.6,36648,7696122,153922,42329
2024-02-09,Nasr City,Standard,Urban,Apartment,425,2,2,11,0,0,0,1,0,1,Fully Finished,Partly Furnished,14,9.2,21545,9156716,183134,59519
